공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적(㎡),공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
무지개,어린이공원,,,,,805,,,,,,1986-11-06,경기도 광명시청,02-2680-6298,2022-03-04
광이제2(다솜),어린이공원,,,,,893,,,,,,1995-12-27,경기도 광명시청,02-2680-6298,2022-03-04
한솔,어린이공원,,,,,1504,,,,,,1987-03-31,경기도 광명시청,02-2680-6298,2022-03-04
개운,어린이공원,,,,,1501,,,화장실,,,1987-03-31,경기도 광명시청,02-2680-6298,2022-03-04
오리,어린이공원,,,,,2549,,,,,,1986-12-30,경기도 광명시청,02-2680-6298,2022-03-04
과일나라,어린이공원,,,,,1821,,,,,,2007-11-22,경기도 광명시청,02-2680-6298,2022-03-04
꽃향기,어린이공원,,,,,3823,,,,,,2007-11-22,경기도 광명시청,02-2680-6298,2022-03-04
자경제1,어린이공원,,,,,1187,,,,,,2007-11-22,경기도 광명시청,02-2680-6298,2022-03-04
자경제2,어린이공원,,,,,2997,,,,,,2007-11-22,경기도 광명시청,02-2680-6298,2022-03-04
너부대,근린공원,,,,,35997,,,화장실,,,1997-01-01,경기도 광명시청,02-2680-6298,2022-03-04
현 충,근린공원,,,,,34587,,,화장실,,"벽천, 현충탑",1991-05-30,경기도 광명시청,02-2680-6298,2022-03-04
왕재산,근린공원,,,,,16118,,,,,,1991-05-30,경기도 광명시청,02-2680-6298,2022-03-04
우리또래,어린이공원,,,,,2406,,,화장실,,,1986-12-30,경기도 광명시청,02-2680-6298,2022-03-04
너부대,어린이공원,,,,,1631,,,,,,1986-11-06,경기도 광명시청,02-2680-6298,2022-03-04
둥지,어린이공원,,,,,1502,,,,,,1986-11-06,경기도 광명시청,02-2680-6298,2022-03-04
우리,어린이공원,,,,,4141,,,화장실,,,1986-11-06,경기도 광명시청,02-2680-6298,2022-03-04
동산,어린이공원,,,,,1842,,,,,,2005-12-12,경기도 광명시청,02-2680-6298,2022-03-04
꿈동산,어린이공원,,,,,1501,,,화장실,,,1986-12-30,경기도 광명시청,02-2680-6298,2022-03-04
신나는,어린이공원,,,,,1703,,,화장실,,,1986-12-30,경기도 광명시청,02-2680-6298,2022-03-04
밤일제2소공원,소공원,,,,,202,,,,,,2009-06-02,경기도 광명시청,02-2680-6298,2022-03-04
밤일제3소공원,소공원,,,,,1015,,,,,,2009-06-02,경기도 광명시청,02-2680-6298,2022-03-04
밤일제4소공원,소공원,,,,,322,,,,,,2009-06-02,경기도 광명시청,02-2680-6298,2022-03-04
밤일제5소공원,소공원,,,,,282,,,,,,2009-06-02,경기도 광명시청,02-2680-6298,2022-03-04
밤일제6소공원,소공원,,,,,492,,,,,,2009-06-02,경기도 광명시청,02-2680-6298,2022-03-04
밤일제7소공원,소공원,,,,,625,,,,,,2009-06-02,경기도 광명시청,02-2680-6298,2022-03-04
기찻길소공원,소공원,,,,,1150,,,,,,2007-08-13,경기도 광명시청,02-2680-6298,2022-03-04
소하제1소공원,소공원,,,,,695,,,,,,2009-11-10,경기도 광명시청,02-2680-6298,2022-03-04
소하제2소공원,소공원,,,,,609,,,,,,2009-11-10,경기도 광명시청,02-2680-6298,2022-03-04
일직수변공원,수변공원,,,,,71864,,,화장실,,,2007-11-22,경기도 광명시청,02-2680-6298,2022-03-04
도덕산자연공원,근린공원,,,,,1328737,,,방문자센타,,"벽천,인공폭포,계류",1905-06-30,경기도 광명시청,02-2680-6298,2022-03-04
구름산자연공원,근린공원,,,,,650262,미조성,,화장실,,자연휴양시설,2008-01-01,경기도 광명시청,02-2680-6298,2022-03-04
소하동역사공원,역사공원,,,,,4640,,,,,,2017-07-13,경기도 광명시청,02-2680-6298,2022-03-04
가학산근린공원,근린공원,,,,,610484,,,화장실,,,2015-06-12,경기도 광명시청,02-2680-6298,2022-03-04
경안근린공원,근린공원,경기도 광주시 경안로98번길 30,경기도 광주시 경안동 168-1번지,37.40936025,127.2512846,83095,"농구장, 베드민턴장, 다목적구장","조합놀이대,시소,그네",화장실,,,2002-05-15,광주도시관리공사,031-762-1039,2021-08-24
추자1호 어린이공원,어린이공원,,경기도 광주시 오포읍 추자리 587,37.3593725840,127.2196163251,5754,운동기구,"조합놀이대, 흔들놀이대, 시소, 그네, 회전놀이, 모래놀이터",,,안내판,2013-11-06,광주도시관리공사,031-762-1039,2021-08-24
중대물빛공원,수변공원,,경기도 광주시 중대동 246-2,37.40037427,127.2189004,230932,생활체육시설,어린이놀이터,"화장실, 음수대",,"관리사무소,  광장, 분수",2006-07-19,광주도시관리공사,031-762-1039,2021-08-24
양벌소공원,소공원,경기도 광주시 오포읍 양촌길 123,경기도 광주시 오포읍 양벌리 1040-1번지,37.37092621,127.2479185,1967,,"조합놀이대(짚라인, 그네 등)","화장실 겸 탈의실, 음수대,",,안내판,2008-05-27,광주도시관리공사,031-762-1039,2021-08-24
안골소공원,소공원,,경기도 광주시 초월읍 서하리 471-3,37.43496569,127.3070543,700,운동기구,,,,,2009-06-02,광주도시관리공사,031-762-1039,2021-08-24
경안소공원,소공원,,경기도 광주시 경안동 254-34,37.4121908,127.2543733,315,운동기구,,,,,2010-06-17,광주도시관리공사,031-762-1039,2021-08-24
태전소공원,소공원,,경기도 광주시 태전동 223,37.38723494,127.2296743,2563,운동기구,,,,,2012-02-23,광주도시관리공사,031-762-1039,2021-08-24
탄벌소공원,소공원,,경기도 광주시 탄벌동 731-7,37.42105043,127.2374622,543,운동기구,조합놀이대,,,,2012-11-16,광주도시관리공사,031-762-1039,2021-08-24
초월1소공원,소공원,,경기도 광주시 초월읍 지월리 889,37.41629186,127.3080169,1461,,,,,,2014-12-01,광주도시관리공사,031-762-1039,2021-08-24
초월2소공원,소공원,,경기도 광주시 초월읍 무갑리 913,37.41566864,127.3124059,3560,,,,,,2014-12-01,광주도시관리공사,031-762-1039,2021-08-24
경안1소공원,소공원,,경기도 광주시 경안동 425,37.41246902,127.2613857,425,,,,,"태양광정원등, 미세먼지 안내판",2007-04-09,광주도시관리공사,031-762-1039,2021-08-24
경안2소공원,소공원,,경기도 광주시 경안동 428,37.41172868,127.261992,428,,,,,,2007-04-09,광주도시관리공사,031-762-1039,2021-08-24
태전9지구 제1소공원,소공원,"경기도 광주시 회안대로 350-14, (태전동)",경기도 광주시 태전동 694번지 태전지웰,37.38505268,127.2363817,762,,,,,,2004-05-07,광주도시관리공사,031-762-1039,2021-08-24
청석공원,체육공원,,경기도 광주시 경안동 242,37.41207945,127.2649646,193530,"농구장, 족구장, 인라인스케이트장",,화장실,,,2012-02-23,광주도시관리공사,031-762-1039,2021-08-24
쌍령1호 어린이공원,어린이공원,,경기도 광주시 쌍령동 503-1,37.39894672,127.2703878,1500,운동기구,조합놀이대,,,,2014-07-24,광주도시관리공사,031-762-1039,2021-08-24
태전5지구 1호근린공원,근린공원,,경기도 광주시 태전동 702,37.38050108,127.228981,119123,"운동기구, 배드민턴장, 농구대",,화장실,,,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
태전5지구 4호어린인공원,어린이공원,,경기도 광주시 태전동 702,37.38050108,127.228981,1521,,"조합놀이대, 흔들놀이대",,,,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
태전6지구 2호근린공원,근린공원,,경기도 광주시 태전동 702-12,37.3809033,127.2301341,10257,운동기구,,화장실,,"사무실, 바닥분수",2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
태전6지구 6호어린이공원,어린이공원,,경기도 광주시 태전동 704-3,37.37917481,127.2276112,2100,,"조합놀이대, 흔들놀이대, 시소",,,,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
양벌지구 양벌어린이공원,어린이공원,,경기도 광주시 오포읍 양벌리 1106-1,37.37920758,127.2579969,3533,운동기구,"조합놀이대, 흔들놀이대, 시소, 모래놀이터",,,,2015-07-04,광주도시관리공사,031-762-1039,2021-08-24
추자1호 소공원,소공원,,경기도 광주시 오포읍 추자리 584,37.3606198647,127.2174865112,980,,,,,"안내판, 태양광가로등",2013-11-06,광주도시관리공사,031-762-1039,2021-08-24
곤지암 근린공원,근린공원,,경기도 광주시 곤지암읍 곤지암리 445-27,37.3489003442,127.3399972350,3952,,,,,주차장,,광주도시관리공사,031-762-1039,2021-08-24
역동1호 소공원,소공원,,경기도 광주시 역동 117-6,37.3987805821,127.2483927777,1098,운동기구,,,,,2006-02-06,광주도시관리공사,031-762-1039,2021-08-24
역동1호 근린공원,근린공원,,경기도 광주시 역동 117-6,37.3987805821,127.2483927777,14614,운동기구,,,,,2006-02-06,광주도시관리공사,031-762-1039,2021-08-24
태전1호 어린이공원,어린이공원,,경기도 광주시 태전동 696,37.3876638274,127.2330506632,5330,"운동기구, 배드민턴장","조합놀이대, 모래놀이터, 암벽등반놀이대, 흔들놀이대",음수대,,안내판,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
태전2호 어린이공원,어린이공원,,경기도 광주시 태전동 696,37.3876638274,127.2330506632,6074,운동기구,"조합놀이대, 흔들놀이대",음수대,,안내판,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
태전3호 어린이공원,어린이공원,,경기도 광주시 태전동 696,37.3876638274,127.2330506632,2352,운동기구,"놀이조형물, 조합놀이대, 위스퍼디쉬, 나무실로폰, 소리울림통",음수전,,안내판,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
태전7호 어린이공원,어린이공원,,경기도 광주시 태전동 696,37.3876638274,127.2330506632,1839,운동기구,"조합놀이대, 흔들놀이대, 시소",,,,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
곤지암소공원,소공원,,경기도 광주시 곤지암읍 곤지암리 453-4,37.35055475,127.3374982,932,운동기구,,화장실,,,2001-08-05,광주도시관리공사,031-762-1039,2021-08-24
태전9지구 제2소공원,소공원,"경기도 광주시 회안대로 350-14, (태전동)",경기도 광주시 태전동 694번지 태전지웰,37.38505268,127.2363817,265,운동기구,,,,,2004-05-07,광주도시관리공사,031-762-1039,2021-08-24
태전5지구 5호어린이공원,어린이공원,,경기도 광주시 태전동 698,37.38561027,127.2309259,1595,,"조합놀이대, 흔들놀이대",,,,2008-09-05,광주도시관리공사,031-762-1039,2021-08-24
신현1지구 3호 소공원,소공원,경기도 광주시 오포읍 문형산길 131,경기도 광주시 오포읍 신현리 1241번지 e편한세상 테라스 오포2단지,37.35898432,127.1541376,8130,운동기구,"조합놀이대, 흔들놀이대, 시소",,,,1999-12-06,광주도시관리공사,031-762-1039,2021-08-24
삼리어린이공원,어린이공원,,경기도 광주시 곤지암읍 삼리 131-1,37.35642312,127.3268078,1493,,"조합놀이대, 모래놀이터, 흔들놀이대",음수대,,바닥분수,2004-02-16,광주도시관리공사,031-762-1039,2021-08-24
교문동 체육공원,체육공원,,,,,26998,,,,,,2009-07-20,경기도 구리시청,,2022-06-07
주공1단지,어린이공원,,,,,2905,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-06-07
공원(벌말4),어린이공원,,,,,1470,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
공원(백교2),어린이공원,,,,,1210,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
공원(백교3),어린이공원,,,,,1929,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
공원(백교4),어린이공원,,,,,739,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
공원(벌말1),어린이공원,,,,,1930,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
공원(벌말2),어린이공원,,,,,1640,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
원촌공원,어린이공원,,,,,1653,,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-06-07
서가산공원,어린이공원,,,,,1657,,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-06-07
옥천공원,어린이공원,,,,,1653,,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-06-07
새말공원,어린이공원,,,,,1656,야외헬스기구,조합놀이대,,,,1980-08-13,경기도 구리시청,031-550-2418,2022-06-07
새마을공원,어린이공원,,,,,1500,야외헬스기구,조합놀이대,,,,1988-09-16,경기도 구리시청,031-550-2418,2022-06-07
부양공원,어린이공원,,,,,13430,야외헬스기구,조합놀이대,,,,1990-03-21,경기도 구리시청,031-550-2418,2022-06-07
아름마을어린이공원,어린이공원,,,,,5407,야외헬스기구,조합놀이대(물놀이장),화장실,,,2009-03-04,경기도 구리시청,031-550-2474,2022-06-07
안말공원,어린이공원,,,,,1500,야외헬스기구,조합놀이대,,,,2010-04-27,경기도 구리시청,031-550-2474,2022-06-07
어린이공원1(담터1),어린이공원,,,,,1500,미조성,,,,,2006-01-10,경기도 구리시청,,2022-06-07
어린이공원3(담터3),어린이공원,,,,,1500,미조성,,,,,2006-01-10,경기도 구리시청,,2022-06-07
주공6단지공원,어린이공원,,,,,1956,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-06-07
아름공원,어린이공원,,,,,1637,야외헬스기구,조합놀이대,,,,1995-12-12,경기도 구리시청,031-550-2474,2022-06-07
인창14호공원(41호),어린이공원,,,,,1564,,,,,,2006-04-10,경기도 구리시청,,2022-06-07
인창15호공원(42호),어린이공원,,,,,1623,,,,,,2006-04-10,경기도 구리시청,,2022-06-07
건영공원,어린이공원,,,,,1500,야외헬스기구,조합놀이대,,,,1988-09-16,경기도 구리시청,031-550-2474,2022-06-07
삼환공원,어린이공원,,,,,1530,야외헬스기구,조합놀이대,,,,1993-11-02,경기도 구리시청,031-550-2474,2022-06-07
섬말공원,역사공원,,,,,16046,야외헬스기구,조합놀이대,무대,,,2010-04-27,경기도 구리시청,031-550-2474,2022-06-07
공원(담터),근린공원,,,,,34912,미조성,,,,,2006-01-10,경기도 구리시청,,2022-06-07
인창중앙공원,근린공원,,,,,78093,"배드민턴장, 야외헬스기구",조합놀이대,"광장, 무대",,,1971-11-15,경기도 구리시청,031-550-2474,2022-06-07
체육관근린공원,근린공원,,,,,26094,멀티스포츠센터,,,,,1976-12-18,경기도 구리시청,,2022-06-07
장자호수공원,근린공원,,,,,45180,야외헬스기구,,무대,,,1995-03-28,경기도 구리시청,,2022-06-07
검배근린공원,근린공원,,,,,39861,야외헬스기구,조합놀이대,무대,,,1976-12-18,경기도 구리시청,031-550-2418,2022-06-07
토평공원,근린공원,,,,,15748,"족구장, 야외헬스기구","물놀이장, 조합놀이대",,,,1996-12-31,경기도 구리시청,031-550-2418,2022-06-07
탑골공원,어린이공원,,,,,1507,야외헬스기구,조합놀이대,,,,2011-09-28,경기도 구리시청,031-550-2474,2022-06-07
공원(도촌1),어린이공원,,,,,1398,미조성,,,,,2006-01-13,경기도 구리시청,,2022-06-07
돌섬공원,어린이공원,,,,,1587,,,,,,2008-02-04,경기도 구리시청,,2022-06-07
공원(두레물1),어린이공원,,,,,3660,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
공원(딸기원1),어린이공원,,,,,657,,,,,,2006-01-10,경기도 구리시청,,2022-06-07
공원(딸기원2),어린이공원,,,,,1770,,,,,,2006-01-10,경기도 구리시청,,2022-06-07
공원(백교1),어린이공원,,,,,580,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
공원(벌말3),어린이공원,,,,,1030,,,,,,2006-01-13,경기도 구리시청,,2022-06-07
도당공원,역사공원,,,,,26625,야외헬스기구,,,,,2010-04-27,경기도 구리시청,031-550-2474,2022-06-07
마골공원,역사공원,,,,,31887,,,화장실,,,2010-04-27,경기도 구리시청,031-550-2474,2022-06-07
조선왕조문화공원,문화공원,,,,,156424,,,,,,2010-05-25,경기도 구리시청,031-550-2973,2022-06-07
갈매천공원,수변공원,,,,,50338,,,,,,2010-04-27,경기도 구리시청,,2022-06-07
협동공원,근린공원,,,,,71427,"야외헬스기구, 족구장",,,,,2010-04-27,경기도 구리시청,031-550-2474,2022-06-07
갈매중앙공원,근린공원,,,,,20723,,조합놀이대(물놀이장),무대,,,2010-04-27,경기도 구리시청,031-550-2474,2022-06-07
산마루공원,근린공원,,,,,33070,"야외헬스기구, 농구장, 족구장",조합놀이대,,,,2010-04-27,경기도 구리시청,031-550-2475,2022-06-07
